rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,indoor,lat,lon
-0.9054711942076753,-1.0862133437852197,-1.318039197146093,-0.9888662447099779,-1.6981025797902802,-1.545877878617163,-1.8931471795348167,-1.057385274631213,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,1,-8.055786,-34.951505
-1.058856905693012,-1.5259500313824317,-1.0932585446319514,-1.3094245772271336,-1.4106997065022833,-2.484693379372316,0.3387850485338391,-0.13748597598992024,-0.5901591804369304,0.5295677422952516,-0.22521411941970187,-0.501750166130683,1,-8.055784,-34.951608
-0.794972934946857,-1.5259500313824317,-0.6968303485633279,-1.3094245772271336,-1.2343648758793702,-0.5155250757669767,-0.6778292205579334,-0.7679181095876131,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,1,-8.055506,-34.951693
0.5643070214396501,0.17999488874489014,0.8285531914008392,-0.00774266881164849,-0.35240446492287963,0.03146611967895146,0.5366923308443049,-1.121925941851925,1.1181591539854392,-0.30086859760236684,2.618453316144725,-0.501750166130683,0,-8.05039,-34.95963
-1.4487122557182104,-0.7762350230199726,-1.279569446178564,-0.8584463663839408,-1.2974233890566405,-0.9705005511626389,-1.4047502343562206,-1.056248995278735,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,1,-8.05538,-34.951736
0.323128172459416,0.0008047631197982577,0.5406584887728572,-0.02135667365445154,0.07755481364143295,-0.0653337799232817,1.0682943869498733,1.2356264586680403,1.7678936571973993,1.36000408219287,1.1966195983625119,-1.8860847678650745,0,-8.05578,-34.95639
1.461772009082473,0.10701438930448037,1.3746708604845492,-0.2489050403127749,-0.4271177616640823,-0.036309757307797216,2.425771098008957,-0.8090703601365037,0.41537255861335903,-1.1313049374999853,0.48570273947140497,0.1904171347365127,0,-8.049710000000001,-34.954640000000005
-0.4052521337913496,-0.05247168802390602,-0.41011857229437615,-0.13289999064382582,0.07755481364143295,0.22267382910743094,-1.0421856859786032,-0.2767613594792865,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,0.1904171347365127,1,-8.055494,-34.951316
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-0.32234739152124625,0.008209691301148946,0.28861137132836956,1.6536149347579123,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,0.1904171347365127,1,-8.055684,-34.951331
-0.6153501938653436,-1.5259500313824317,-0.40494326947363724,-1.3094245772271336,-0.7891385124126775,-0.5697457773563731,-0.9496033054208913,-1.3778160520298193,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,0.1904171347365127,1,-8.055833999999999,-34.951362
0.3440313004343985,-0.015397868929057725,0.29845431676226475,-0.47954229882618876,0.07640978227375272,-0.2803029144600493,0.4717851135070636,2.03511261107109,1.1116044553401736,1.36000408219287,1.9075364572536186,-1.8860847678650745,0,-8.05625,-34.95713
1.0192744137777336,-0.049176237437698646,0.8457056236067075,0.013993977576027111,-0.7683371092330965,0.5033456961584015,1.475457759510127,0.38296243256905116,3.264003622979292,1.36000408219287,1.9075364572536186,-1.8860847678650745,0,-8.05402,-34.95955
1.3271991127746163,0.03719203000918276,0.6984312919079622,-0.03485627509521919,-0.21557321648496824,-0.10504247020493744,0.7260382317268509,1.992115800373348,0.471702000096111,0.5295677422952516,1.1966195983625119,-1.8860847678650745,0,-8.0552,-34.95624
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-0.32234739152124625,-0.012814119952389676,1.06271953392704,1.6536149347579123,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,0.1904171347365127,1,-8.055684,-34.951331
0.5158694283390169,0.28682241191448915,-0.25278936654390455,-0.1152818667296042,-0.061566497531838904,-0.6896692114599661,0.970137153369328,1.3840245421015793,0.37993621906239106,0.5295677422952516,0.48570273947140497,-1.1939174669978787,0,-8.05533,-34.9537
-0.6607604373971872,-1.5259500313824317,-0.3976978455246015,-1.3094245772271336,-0.6670018331933061,-0.11030506771213701,-0.8880808202760895,-0.6642326186740557,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,1,-8.055506,-34.951693
-0.8383649454328411,-1.5259500313824317,-0.40494326947363724,-1.3094245772271336,0.2047487147346895,-0.3208089680003673,-0.9496033054208913,-0.05064176833629834,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,0.1904171347365127,1,-8.055833999999999,-34.951362
0.32975950961010003,1.3979385012311598,0.3085584794122721,1.6023708115047168,2.358743555904423,3.0388013860694176,0.5086189638364829,0.4254592803517044,0.37235734875380255,0.5295677422952516,-0.22521411941970187,0.1904171347365127,0,-8.05547,-34.95073
1.158820812948609,-0.05398210287591927,0.9716872808429925,-0.13221357023158317,0.749401968628413,0.28151923759708913,2.464197763487753,-0.0642771205660252,0.5157413816189894,-0.30086859760236684,0.48570273947140497,-0.501750166130683,0,-8.05175,-34.95525
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-0.32234739152124625,0.008209691301148946,0.48293481955273027,1.6536149347579123,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,0.1904171347365127,1,-8.055684,-34.951331
-0.6153501938653436,-1.5259500313824317,-0.40494326947363724,-1.3094245772271336,-0.7166198591261562,-0.5697457773563731,-0.8522424794150403,-0.521515932002903,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,0.1904171347365127,1,-8.055833999999999,-34.951362
-1.144127251880584,-1.5259500313824317,-1.2443773869975372,-0.5654592537585403,-0.5075153212662804,-0.8638133471529554,-0.9472994120798288,-0.49416947558661173,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,1,-8.055424,-34.951597
-1.4487122557182104,-0.7762350230199726,-1.279569446178564,-0.8584463663839408,-0.4219651205095164,-0.6035539795238709,-1.019488070099939,-0.21028901735936337,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,1,-8.05538,-34.951736
-0.8383649454328411,-1.5259500313824317,-0.40494326947363724,-1.3094245772271336,0.2047487147347009,-0.3208089680003673,-0.9496033054208913,-0.0790487521482316,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,0.1904171347365127,1,-8.055833999999999,-34.951362
0.2090980053683435,0.04302772375559497,0.39959452045898586,0.013993977576027111,-0.27912245739127894,-0.20072606124503548,0.46720576995260027,-0.5946923223024437,0.3537174244813289,-1.1313049374999853,0.48570273947140497,-0.501750166130683,0,-8.050510000000001,-34.953959999999995
-0.9054711942076753,-1.0862133437852197,-1.318039197146093,-0.9888662447099779,-0.40879725978118087,-1.3382444860601375,-1.074838396540853,-0.7676340397494924,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,1,-8.055786,-34.951505
1.4834680143254653,-0.07650101521501049,1.5409705911243057,-0.18621197599464692,-0.7265434643127312,-0.21651385376665322,-0.5093890185109993,-1.0697328435948368,0.38731025503831523,-1.1313049374999853,1.1966195983625119,-0.501750166130683,0,-8.04919,-34.95632
