rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,ponto_id
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,0
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,3
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.7640705273899476,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,8
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,10
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,12
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,14
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,17
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,19
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,23
-2.0452683068569404,-1.5259500313824317,-2.1065828369326893,-1.3094245772271336,-2.460120954982159,-2.484693379372316,0.04491065347323197,0.988675079396304,-1.1538632639297788,0.5295677422952516,-0.22521411941970187,-0.501750166130683,29
