,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon,indoor,bts_1_dist,bts_2_dist,bts_3_dist
896,-103.705,-110.425,-107.381666666667,-110.33,-97.095,-93.02,-98.33,-99.005,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True,0.012375903239764088,0.00742136813532404,0.006411956097795822
899,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.8866666666667,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True,0.012188035485672457,0.0075603148744005436,0.006178576616017035
901,-103.04,-115.0,-98.56,-115.0,-91.7266666666667,-98.0,-99.255,-93.434,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True,0.012430383743070294,0.007309120056482707,0.006558173526217989
905,-82.4194285714286,-98.2553571428572,-85.8628571428571,-101.535,-97.59125,-81.83,-77.5,-99.9346666666667,-98.2552777777778,3.0,4.0,2.0,-8.05001,-34.95473,False,0.007133091896226433,0.010462206459443055,0.006184254199175867
906,-98.748,-106.79,-98.396,-99.37,-89.395,-92.51428571428568,-100.03,-94.72,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True,0.012093359004015508,0.007136073990649065,0.006586298808894758
907,-91.8014285714286,-96.94,-91.8728571428571,-94.93,-89.5858333333333,-84.17714285714291,-92.23,-85.632,-95.8575,7.0,3.0,4.0,-8.05862,-34.94928,False,0.015441450709048813,0.007352996940026568,0.009230081256414
908,-100.83,-115.0,-98.56,-115.0,-94.7966666666667,-97.64857142857142,-99.255,-96.904,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True,0.012430383743070294,0.007309120056482707,0.006558173526217989
909,-103.705,-110.425,-107.381666666667,-110.33,-95.58,-105.56,-100.24,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True,0.012375903239764088,0.00742136813532404,0.006411956097795822
913,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-95.165,-92.1357142857143,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True,0.012370212609328666,0.0075155393685377644,0.006309085512181927
917,-74.7957142857143,-89.9457142857143,-76.36714285714291,-95.5116666666667,-93.035,-97.6,-80.5611111111111,-100.428666666667,-93.9875,2.0,4.0,3.0,-8.04852,-34.95431,False,0.005598758791018944,0.010582435636470731,0.007689479826361527
918,-89.59857142857142,-94.0842857142857,-80.26,-98.3416666666667,-95.4775,-93.0942857142857,-84.0,-102.688,-90.27,4.0,7.0,2.0,-8.049539999999999,-34.9598,False,0.009914353231554726,0.015494479145816285,0.006084274812992378
919,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-91.1071428571429,-93.1633333333333,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True,0.012188035485672457,0.0075603148744005436,0.006178576616017035
921,-103.04,-115.0,-98.56,-115.0,-91.7266666666666,-95.6157142857143,-99.255,-94.5533333333333,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True,0.012430383743070294,0.007309120056482707,0.006558173526217989
924,-91.2185714285714,-91.0842857142857,-92.2171428571429,-90.595,-85.5925,-80.02,-92.96,-90.518,-96.3725,5.0,3.0,3.0,-8.05615,-34.95082,False,0.012784572734355527,0.006958843582093565,0.007128485112562757
